artist,header,locations-name,locations-url,products,time,title,searchresultURL,listened,skipped,searched
Anne-Marie,Google Play Music,,,Google Play Music,2018-06-21T06:24:21.942Z,FRIENDS,,True,False,False
Clean Bandit,Google Play Music,,,Google Play Music,2018-06-21T06:20:58.400Z,Rockabye (feat. Sean Paul & Anne-Marie),,True,False,False
,Play Music,,,Google Play Music,2018-06-21T06:20:55.028Z,friends,https://play.google.com/music/search/friends,False,False,True
,Play Music,,,Google Play Music,2018-06-20T10:58:19.588Z,you deserve an astronaut,https://play.google.com/music/search/you+deserve+an+astronaut,False,False,True
,Play Music,,,Google Play Music,2018-06-20T10:55:55.376Z,red hot chilli peppers,https://play.google.com/music/search/red+hot+chili+peppers,False,False,True
,Play Music,,,Google Play Music,2018-06-20T10:55:11.839Z,black hole sun,https://play.google.com/music/search/black+hole+sun,False,False,True
,Play Music,,,Google Play Music,2018-06-20T10:55:00.907Z,chris cornell,https://play.google.com/music/search/chris+cornell,False,False,True
,Play Music,,,Google Play Music,2018-06-20T10:54:51Z,soundgarden,https://play.google.com/music/search/soundgarden,False,False,True
Anthony Ramos,Google Play Music,,,Google Play Music,2018-06-20T10:46:41.679Z,Ten Duel Commandments,,True,False,False
,Play Music,,,Google Play Music,2018-06-20T10:46:36.597Z,just breathe pearl jam,https://play.google.com/music/search/just+breathe+pearl+jam,False,False,True
Original Broadway Cast of Hamilton,Google Play Music,,,Google Play Music,2018-06-20T09:57:23.124Z,Stay Alive,,True,False,False
Leslie Odom Jr.,Google Play Music,,,Google Play Music,2018-06-20T09:54:44.065Z,Wait For It,,True,False,False
Anthony Ramos,Google Play Music,,,Google Play Music,2018-06-20T09:51:30.292Z,The Story of Tonight (Reprise),,True,False,False
Renée Elise Goldsberry,Google Play Music,,,Google Play Music,2018-06-20T09:49:34.338Z,Satisfied,,True,False,False
Phillipa Soo,Google Play Music,,,Google Play Music,2018-06-20T09:44:05.187Z,Helpless,,True,False,False
Leslie Odom Jr.,Google Play Music,,,Google Play Music,2018-06-20T09:39:55.377Z,A Winter's Ball,,True,False,False
Christopher Jackson,Google Play Music,,,Google Play Music,2018-06-20T09:38:45.363Z,Right Hand Man,,True,False,False
Jonathan Groff,Google Play Music,,,Google Play Music,2018-06-20T09:33:22.777Z,You'll Be Back,,True,False,False
Thayne Jasperson,Google Play Music,,,Google Play Music,2018-06-20T09:29:54.457Z,Farmer Refuted,,True,False,False
Renée Elise Goldsberry,Google Play Music,,,Google Play Music,2018-06-20T09:28:01.699Z,The Schuyler Sisters,,True,False,False
Lin-Manuel Miranda,Google Play Music,,,Google Play Music,2018-06-20T09:24:55.128Z,The Story Of Tonight,,True,False,False
Lin-Manuel Miranda,Google Play Music,,,Google Play Music,2018-06-20T09:23:23.249Z,My Shot,,True,False,False
Lin-Manuel Miranda,Google Play Music,,,Google Play Music,2018-06-20T09:17:50.018Z,"Aaron Burr, Sir",,True,False,False
Leslie Odom Jr.,Google Play Music,,,Google Play Music,2018-06-20T09:15:13.425Z,Alexander Hamilton,,True,False,False
Naomi Wild,Google Play Music,,,Google Play Music,2018-06-20T05:54:55.253Z,Howlin,,True,False,False
Naomi Wild,Google Play Music,,,Google Play Music,2018-06-20T05:50:50.685Z,Lessons (Tarro Remix),,True,False,False
,Play Music,,,Google Play Music,2018-06-20T05:47:19.526Z,naomi wild,https://play.google.com/music/search/naomi+wild,False,False,True
,Play Music,,,Google Play Music,2018-06-20T05:26:56.730Z,chandralekha ar rahma,https://play.google.com/music/search/chandralekha+ar+rahman,False,False,True
Chiddy Bang,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-06-19T11:04:19.962Z,Bad Day,,True,False,False
Logic,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-06-19T11:00:56.633Z,1-800-273-8255 (feat. Alessia Cara & Khalid),,True,False,False
Mac Miller,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-06-19T10:56:46.421Z,Rain (feat. Vince Staples),,True,False,False
Childish Gambino,Google Play Music,From your current location,"https://google.com/maps?q=17.442345,78.375244",Google Play Music,2018-06-19T10:54:12.581Z,Poke (feat. Steve G. Lover III),,True,False,False
Aminé,Google Play Music,,,Google Play Music,2018-06-18T13:09:16.041Z,Spice Girl,,True,False,False
Mansionz,Google Play Music,,,Google Play Music,2018-06-18T13:06:22.072Z,Gorgeous,,True,False,False
Kendrick Lamar,Google Play Music,,,Google Play Music,2018-06-18T13:03:53.542Z,HUMBLE.,,True,False,False
The Weeknd,Google Play Music,,,Google Play Music,2018-06-18T13:00:56.558Z,Reminder (Remix) (feat. ASAP Rocky & Young Thug),,True,False,False
Lil Skies,Google Play Music,,,Google Play Music,2018-06-18T12:57:14.665Z,Big Money,,True,False,False
Khalid,Google Play Music,,,Google Play Music,2018-06-18T12:54:39.182Z,Another Sad Love Song,,True,False,False
DRAM,Google Play Music,,,Google Play Music,2018-06-18T12:50:34.517Z,Broccoli (feat. Lil Yachty),,True,False,False
London On Da Track,Google Play Music,,,Google Play Music,2018-06-18T12:46:49.185Z,"No Flag (feat. Nicki Minaj, 21 Savage & Offset)",,True,False,False
21 Savage,Google Play Music,,,Google Play Music,2018-06-18T12:43:16.889Z,Ghostface Killers (feat. Travis Scott),,True,False,False
Anthony Russo,Google Play Music,,,Google Play Music,2018-06-18T12:38:47.788Z,California,,True,False,False
Lil Xan,Google Play Music,,,Google Play Music,2018-06-18T12:35:38.547Z,Betrayed,,True,False,False
Russ,Google Play Music,,,Google Play Music,2018-06-18T12:32:31.487Z,Got This,,True,False,False
Post Malone,Google Play Music,,,Google Play Music,2018-06-18T12:29:39.194Z,Congratulations (feat. Quavo),,True,False,False
Khalid,Google Play Music,,,Google Play Music,2018-06-18T12:25:58.792Z,Young Dumb & Broke REMIX (feat. Rae Sremmurd & Lil Yachty),,True,False,False
6ix9ine,Google Play Music,,,Google Play Music,2018-06-18T12:21:35.493Z,GUMMO,,True,False,False
A$AP Ferg,Google Play Music,,,Google Play Music,2018-06-18T12:18:57.977Z,Plain Jane REMIX (feat. Nicki Minaj),,True,False,False
,Play Music,,,Google Play Music,2018-06-18T12:17:10.063Z,it's gonna be all right,https://play.google.com/music/search/it%27s+gonna+be+alright,False,False,True
Trinidad Cardona,Google Play Music,,,Google Play Music,2018-06-18T12:15:35.228Z,Jennifer,,True,False,False
Shawn Mendes,Google Play Music,,,Google Play Music,2018-06-18T12:12:01.916Z,There's Nothing Holdin' Me Back (Acoustic),,True,False,False
Drake,Google Play Music,,,Google Play Music,2018-06-18T12:08:40.760Z,Sneakin’ (feat. 21 Savage),,True,False,False
XXXTentacion,Google Play Music,,,Google Play Music,2018-06-18T12:04:29.344Z,Everybody Dies In Their Nightmares,,True,False,False
Billie Eilish,Google Play Music,,,Google Play Music,2018-06-18T12:02:53.803Z,idontwannabeyouanymore,,True,False,False
Khalid,Google Play Music,,,Google Play Music,2018-06-18T11:59:30.339Z,8TEEN,,True,False,False
6LACK,Google Play Music,,,Google Play Music,2018-06-18T11:52:41.104Z,That Far,,True,False,False
NAV,Google Play Music,,,Google Play Music,2018-06-18T11:49:35.251Z,NAV,,True,False,False
Alex Aiono & T-Pain,Google Play Music,,,Google Play Music,2018-06-18T11:46:32.326Z,One At A Time,,True,False,False
Logic,Google Play Music,,,Google Play Music,2018-06-18T11:43:15.335Z,Everyday,,True,False,False
Childish Gambino,Google Play Music,,,Google Play Music,2018-06-18T11:39:50.512Z,This Is America,,True,False,False
Kendrick Lamar & SZA,Google Play Music,,,Google Play Music,2018-06-18T11:36:04.507Z,All The Stars,,True,False,False
21 Savage,Google Play Music,,,Google Play Music,2018-06-18T11:32:08.974Z,Mad Stalkers,,True,False,False
dvsn,Google Play Music,,,Google Play Music,2018-06-18T11:28:44.044Z,Don't Choose,,True,False,False
Logic,Google Play Music,,,Google Play Music,2018-06-18T11:28:42.591Z,Everybody,,True,False,False
Khalid,Google Play Music,,,Google Play Music,2018-06-18T11:27:31.948Z,Keep Me,,True,False,False
The Weeknd,Google Play Music,,,Google Play Music,2018-06-18T11:22:55.732Z,Hurt You (feat. Gesaffelstein),,True,False,False
Billie Eilish,Google Play Music,,,Google Play Music,2018-06-18T07:50:54.438Z,Bored,,True,False,False
SZA,Google Play Music,,,Google Play Music,2018-06-18T07:47:36.841Z,Love Galore (feat. Travis Scott),,True,False,False
Lil Pump,Google Play Music,,,Google Play Music,2018-06-18T07:31:31.957Z,Esskeetit,,True,False,False
DJ Khaled,Google Play Music,,,Google Play Music,2018-06-18T07:28:30.211Z,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",,True,False,False
blackbear,Google Play Music,,,Google Play Music,2018-06-18T07:23:41.743Z,do re mi (feat. Gucci Mane),,True,False,False
KYLE,Google Play Music,,,Google Play Music,2018-06-18T07:19:48.018Z,Playinwitme (feat. Kehlani),,True,False,False
Desiigner,Google Play Music,,,Google Play Music,2018-06-18T07:13:01.197Z,Tonka,,True,False,False
Tee Grizzley,Google Play Music,,,Google Play Music,2018-06-18T07:10:02.250Z,Colors,,True,False,False
Khalid,Google Play Music,,,Google Play Music,2018-06-18T07:07:04.924Z,Cold Blooded,,True,False,False
Roy Woods,Google Play Music,,,Google Play Music,2018-06-18T07:03:37.074Z,Instinct (feat. MadeinTYO),,True,False,False
GoldLink,Google Play Music,,,Google Play Music,2018-06-18T07:00:42.761Z,Crew (feat. Brent Faiyaz & Shy Glizzy),,True,False,False
G-Eazy,Google Play Music,,,Google Play Music,2018-06-18T06:57:36.871Z,1942 (feat. Yo Gotti & YBN Nahmir),,True,False,False
6ix9ine,Google Play Music,,,Google Play Music,2018-06-18T06:54:03.781Z,GOTTI,,True,False,False
Khalid,Google Play Music,,,Google Play Music,2018-06-18T06:51:16.865Z,Therapy,,True,False,False
Russ,Google Play Music,,,Google Play Music,2018-06-18T06:46:58.908Z,Back To You,,True,False,False
Bazzi,Google Play Music,,,Google Play Music,2018-06-18T06:43:31.464Z,Why,,True,False,False
6LACK,Google Play Music,,,Google Play Music,2018-06-18T06:40:59.990Z,Never Know,,True,False,False
Post Malone,Google Play Music,,,Google Play Music,2018-06-18T06:36:50.304Z,Zack And Codeine,,True,False,False
Aminé,Google Play Music,,,Google Play Music,2018-06-18T06:33:26.004Z,Caroline,,True,False,False
Logic,Google Play Music,,,Google Play Music,2018-06-18T06:29:56.457Z,Wizard Of Oz,,True,False,False
G-Eazy,Google Play Music,,,Google Play Music,2018-06-18T06:27:31.760Z,No Limit (feat. A$AP Rocky & Cardi B),,True,False,False
Rich Brian,Google Play Music,,,Google Play Music,2018-06-18T06:23:26.422Z,Chaos,,True,False,False
Khalid & Normani,Google Play Music,,,Google Play Music,2018-06-18T06:21:14.443Z,Love Lies,,True,False,False
Lil Uzi Vert,Google Play Music,,,Google Play Music,2018-06-18T06:17:52.649Z,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) [Remix],,True,False,False
Tory Lanez,Google Play Music,,,Google Play Music,2018-06-18T06:13:20.304Z,I Sip,,True,False,False
A.CHAL,Google Play Music,,,Google Play Music,2018-06-18T06:08:44.989Z,Love N Hennessy,,True,False,False
Lil Pump,Google Play Music,,,Google Play Music,2018-06-18T06:05:17.281Z,Smoke My Dope (feat. Smokepurpp),,True,False,False
6LACK,Google Play Music,,,Google Play Music,2018-06-18T06:03:01.474Z,Cutting Ties,,True,False,False
Billie Eilish,Google Play Music,,,Google Play Music,2018-06-18T05:58:39.904Z,lovely,,True,False,False
NAV,Google Play Music,,,Google Play Music,2018-06-18T05:55:19.661Z,Freshman List,,True,False,False
Khalid,Google Play Music,,,Google Play Music,2018-06-18T05:52:12.780Z,Winter,,True,False,False
Machine Gun Kelly,Google Play Music,,,Google Play Music,2018-06-18T05:48:11.001Z,Trap Paris (feat. Quavo & Ty Dolla $ign),,True,False,False
Russ,Google Play Music,,,Google Play Music,2018-06-18T05:44:47.934Z,Some Time,,True,False,False
Post Malone,Google Play Music,,,Google Play Music,2018-06-18T05:41:30.688Z,Better Now,,True,False,False
Joyner Lucas & Chris Brown,Google Play Music,,,Google Play Music,2018-06-18T05:37:39.349Z,Stranger Things,,True,False,False
Bryson Tiller,Google Play Music,,,Google Play Music,2018-06-18T05:33:59.622Z,No Longer Friends,,True,False,False
Drake,Google Play Music,,,Google Play Music,2018-06-18T05:31:44.786Z,Nice For What,,True,False,False
Khalid,Google Play Music,,,Google Play Music,2018-06-18T05:28:13.968Z,Coaster,,True,False,False
XXXTentacion,Google Play Music,,,Google Play Music,2018-06-18T05:24:54.918Z,Hope,,True,False,False
Lil Skies,Google Play Music,,,Google Play Music,2018-06-18T05:23:03.966Z,Nowadays (feat. Landon Cube),,True,False,False
Aminé,Google Play Music,,,Google Play Music,2018-06-18T05:19:40.093Z,Hero,,True,False,False
Logic,Google Play Music,,,Google Play Music,2018-06-18T05:16:26.870Z,1-800-273-8255 (feat. Alessia Cara & Khalid),,True,False,False
Kodak Black,Google Play Music,,,Google Play Music,2018-06-18T05:12:16.647Z,Codeine Dreaming (feat. Lil Wayne),,True,False,False
Ella Mai,Google Play Music,,,Google Play Music,2018-06-18T05:07:52.187Z,Boo'd Up,,True,False,False
Khalid,Google Play Music,,,Google Play Music,2018-06-18T05:03:36.066Z,OTW,,True,False,False
Khalid,Google Play Music,,,Google Play Music,2018-06-15T13:50:55.607Z,OTW,,True,False,False
San Holo,Google Play Music,,,Google Play Music,2018-06-15T10:39:17.895Z,Light,,True,False,False
San Holo,Google Play Music,,,Google Play Music,2018-06-15T10:35:16.494Z,Welcome,,True,False,False
,Play Music,,,Google Play Music,2018-06-15T10:35:13.264Z,san holo light,https://play.google.com/music/search/san+holo+light,False,False,True
Jai Wolf,Google Play Music,,,Google Play Music,2018-06-14T13:45:35.167Z,Drive (feat. Chain Gang of 1974),,True,False,False
Jai Wolf,Google Play Music,,,Google Play Music,2018-06-14T13:40:36.610Z,The World Is Ours,,True,False,False
Jai Wolf,Google Play Music,,,Google Play Music,2018-06-14T13:36:54.189Z,Like It's Over (feat. MNDR),,True,False,False
Jai Wolf,Google Play Music,,,Google Play Music,2018-06-14T13:31:36.325Z,Gravity (feat. JMR),,True,False,False
Jai Wolf,Google Play Music,,,Google Play Music,2018-06-14T13:27:47.731Z,Indian Summer,,True,False,False
Jai Wolf,Google Play Music,,,Google Play Music,2018-06-14T13:23:39.252Z,This Space In My Heart Is for You,,True,False,False
,Play Music,,,Google Play Music,2018-06-14T13:08:37.419Z,sia oh land,https://play.google.com/music/search/sia+oh+land,False,False,True
Illenium,Google Play Music,,,Google Play Music,2018-06-14T13:08:26.704Z,It's All on U (T-Mass & LZRD Remix) (feat. Liam O'Donnell),,True,False,False
,Play Music,,,Google Play Music,2018-06-14T13:08:23.483Z,oh land perfection,https://play.google.com/music/search/oh+land+perfection,False,False,True
Marshmello,Google Play Music,,,Google Play Music,2018-06-14T13:05:55.374Z,Want U 2 (Marshmello & Slushii Remix),,True,False,False
Boombox Cartel,Google Play Music,,,Google Play Music,2018-06-14T12:37:19.079Z,Aftershock,,True,False,False
Slushii,Google Play Music,,,Google Play Music,2018-06-14T12:33:41.427Z,Step by Step,,True,False,False
San Holo,Google Play Music,,,Google Play Music,2018-06-14T12:30:36.852Z,Light (Taska Black Remix),,True,False,False
Rain Man,Google Play Music,,,Google Play Music,2018-06-14T12:27:04.630Z,Dope,,True,False,False
Unlike Pluto,Google Play Music,,,Google Play Music,2018-06-14T12:23:33.366Z,Waiting for You (feat. Joanna Jones),,True,False,False
Conro,Google Play Music,,,Google Play Music,2018-06-14T12:19:47.220Z,City Lights (feat. Royal),,True,False,False
MRVLZ,Google Play Music,,,Google Play Music,2018-06-14T12:19:45.707Z,IDK,,True,False,False
Arman Cekin,Google Play Music,,,Google Play Music,2018-06-14T12:19:03.042Z,You Don't Know Me,,True,False,False
Snavs,Google Play Music,,,Google Play Music,2018-06-14T12:15:40.369Z,Wolves,,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-14T12:12:32.801Z,Fractures (feat. Nevve),,True,False,False
Said The Sky,Google Play Music,,,Google Play Music,2018-06-14T12:07:59.199Z,Show & Tell (feat. Claire Ridgely),,True,False,False
DROELOE,Google Play Music,,,Google Play Music,2018-06-14T12:04:53.627Z,Shibuya,,True,False,False
San Holo,Google Play Music,,,Google Play Music,2018-06-14T12:01:47.862Z,Welcome,,True,False,False
Ship Wrek & Zookeepers,Google Play Music,,,Google Play Music,2018-06-14T12:00:14.565Z,Stranded,,True,False,False
Marshmello,Google Play Music,,,Google Play Music,2018-06-14T11:56:57.882Z,Bounce,,True,False,False
Slushii,Google Play Music,,,Google Play Music,2018-06-14T11:53:25.351Z,Out of Light,,True,False,False
Kanye West,Google Play Music,,,Google Play Music,2018-06-14T11:49:57.003Z,Who Will Survive In America,,True,False,False
Logic,Google Play Music,,,Google Play Music,2018-06-14T11:49:36.438Z,Buried Alive,,True,False,False
Vince Staples,Google Play Music,,,Google Play Music,2018-06-14T11:49:34.722Z,Summertime,,True,False,False
Frank Ocean,Google Play Music,,,Google Play Music,2018-06-14T11:49:24.526Z,Super Rich Kids,,True,False,False
Childish Gambino,Google Play Music,,,Google Play Music,2018-06-14T11:48:33.249Z,This Is America,,True,False,False
Bas,Google Play Music,,,Google Play Music,2018-06-14T11:44:42.482Z,Lit (feat. J. Cole & KQuick),,True,False,False
Kid Cudi,Google Play Music,,,Google Play Music,2018-06-14T11:40:27.913Z,Scott Mescudi Vs. The World (feat. Cee-Lo),,True,False,False
Kendrick Lamar,Google Play Music,,,Google Play Music,2018-06-14T11:36:32.604Z,King Kunta,,True,False,False
Danny Brown,Google Play Music,,,Google Play Music,2018-06-14T11:32:34.695Z,Dope Fiend Rental (feat. ScHoolboy Q),,True,False,False
Lupe Fiasco,Google Play Music,,,Google Play Music,2018-06-14T11:32:33.126Z,Blur My Hands (feat. Guy Sebastian),,True,False,False
Kanye West,Google Play Music,,,Google Play Music,2018-06-14T11:27:37.191Z,Real Friends,,True,False,False
Logic,Google Play Music,,,Google Play Music,2018-06-14T11:23:25.939Z,Metropolis,,True,False,False
Vince Staples,Google Play Music,,,Google Play Music,2018-06-14T11:18:30.624Z,Jump Off The Roof (feat. Snoh Aalegra),,True,False,False
Childish Gambino,Google Play Music,,,Google Play Music,2018-06-14T11:14:46.735Z,Freaks And Geeks,,True,False,False
Logic,Google Play Music,,,Google Play Music,2018-06-14T11:11:06.571Z,Anziety (feat. Lucy Rose),,True,False,False
Logic,Google Play Music,,,Google Play Music,2018-06-14T11:04:26.316Z,1-800-273-8255 (feat. Alessia Cara & Khalid),,True,False,False
The Naked And Famous,Google Play Music,,,Google Play Music,2018-06-14T10:56:28.988Z,Rolling Waves,,True,False,False
,Play Music,,,Google Play Music,2018-06-14T10:56:23.121Z,tinashe no drama,https://play.google.com/music/search/tinashe+no+drama,False,False,True
The Naked And Famous,Google Play Music,,,Google Play Music,2018-06-14T10:54:37.780Z,No Way,,True,False,False
The Naked And Famous,Google Play Music,,,Google Play Music,2018-06-14T10:49:07.982Z,All Of This,,True,False,False
The Naked And Famous,Google Play Music,,,Google Play Music,2018-06-14T10:45:12.432Z,Hearts Like Ours,,True,False,False
The Naked And Famous,Google Play Music,,,Google Play Music,2018-06-14T10:40:40.503Z,Girls Like You,,True,False,False
The Naked And Famous,Google Play Music,,,Google Play Music,2018-06-14T10:34:35.878Z,Higher,,True,False,False
The Naked And Famous,Google Play Music,,,Google Play Music,2018-06-14T10:30:28.771Z,Punching In A Dream,,True,False,False
The Naked And Famous,Google Play Music,,,Google Play Music,2018-06-14T10:26:49.601Z,Young Blood,,True,False,False
Mono,Google Play Music,,,Google Play Music,2018-06-14T09:36:37.956Z,Follow the Map,,True,False,False
Mono,Google Play Music,,,Google Play Music,2018-06-14T09:29:13.048Z,Ashes in the Snow,,True,False,False
,Play Music,,,Google Play Music,2018-06-14T09:16:38.581Z,mono,https://play.google.com/music/search/mono,False,False,True
,Play Music,,,Google Play Music,2018-06-14T09:13:54.444Z,first to eleven in the name of love,https://play.google.com/music/search/first+to+eleven+in+the+name+of+love,False,False,True
Martin Garrix,Google Play Music,,,Google Play Music,2018-06-14T09:13:30.459Z,In the Name of Love,,True,False,False
Vérité,Google Play Music,,,Google Play Music,2018-06-14T09:10:12.825Z,Weekend,,True,False,False
Broods,Google Play Music,,,Google Play Music,2018-06-14T08:20:42.480Z,Sober,,True,False,False
Kate Boy,Google Play Music,,,Google Play Music,2018-06-14T08:15:29.735Z,The Way We Are,,True,False,False
The 1975,Google Play Music,,,Google Play Music,2018-06-14T08:15:28.126Z,Me,,True,False,False
Panama Wedding,Google Play Music,,,Google Play Music,2018-06-14T08:15:26.744Z,All Of The People,,True,False,False
The Naked And Famous,Google Play Music,,,Google Play Music,2018-06-14T08:15:23.447Z,The Ends,,True,False,False
The 1975,Google Play Music,,,Google Play Music,2018-06-14T08:15:16.032Z,Love Me,,True,False,False
MS MR,Google Play Music,,,Google Play Music,2018-06-14T08:15:11.754Z,Reckless,,True,False,False
Chvrches,Google Play Music,,,Google Play Music,2018-06-14T08:14:56.283Z,Gun,,True,False,False
The Naked And Famous,Google Play Music,,,Google Play Music,2018-06-14T08:11:02.295Z,Waltz,,True,False,False
Electric Youth,Google Play Music,,,Google Play Music,2018-06-14T08:05:50.118Z,Without You,,True,False,False
HAERTS,Google Play Music,,,Google Play Music,2018-06-14T08:02:22.019Z,All the Days,,True,False,False
Tove Lo,Google Play Music,,,Google Play Music,2018-06-14T07:57:50.791Z,Not On Drugs,,True,False,False
Prides,Google Play Music,,,Google Play Music,2018-06-14T07:54:59.625Z,The Seeds You Sow,,True,False,False
Magic Man,Google Play Music,,,Google Play Music,2018-06-14T07:51:25.368Z,Chicagoland,,True,False,False
Broods,Google Play Music,,,Google Play Music,2018-06-14T07:47:02.646Z,Killing You,,True,False,False
Chvrches,Google Play Music,,,Google Play Music,2018-06-14T07:43:28.739Z,Lies,,True,False,False
St. Lucia,Google Play Music,,,Google Play Music,2018-06-14T07:37:54.753Z,Always,,True,False,False
MØ,Google Play Music,,,Google Play Music,2018-06-14T07:33:01.060Z,Maiden,,True,False,False
Shura,Google Play Music,,,Google Play Music,2018-06-14T07:29:14.714Z,Indecision,,True,False,False
M83,Google Play Music,,,Google Play Music,2018-06-14T07:25:42.617Z,Go! (feat. Mai Lan),,True,False,False
Chvrches,Google Play Music,,,Google Play Music,2018-06-14T07:21:46.892Z,Keep You On My Side,,True,False,False
Wolf Alice,Google Play Music,,,Google Play Music,2018-06-14T07:17:20.951Z,She,,True,False,False
MS MR,Google Play Music,,,Google Play Music,2018-06-14T07:14:08.925Z,Tripolar,,True,False,False
Sky Ferreira,Google Play Music,,,Google Play Music,2018-06-14T07:10:25.202Z,I Will,,True,False,False
The 1975,Google Play Music,,,Google Play Music,2018-06-14T07:07:07.081Z,Haunt // Bed,,True,False,False
Purity Ring,Google Play Music,,,Google Play Music,2018-06-14T07:02:02.057Z,begin again,,True,False,False
The Naked And Famous,Google Play Music,,,Google Play Music,2018-06-14T06:58:24.849Z,Last Forever,,True,False,False
Chvrches,Google Play Music,,,Google Play Music,2018-06-14T06:54:11.607Z,Under The Tide,,True,False,False
,Play Music,,,Google Play Music,2018-06-14T06:45:17.118Z,spoon american,https://play.google.com/music/search/spoon+american,False,False,True
Peter Frampton,Google Play Music,,,Google Play Music,2018-06-14T06:40:01.545Z,Wind Of Change,,True,False,False
,Play Music,,,Google Play Music,2018-06-14T06:39:57.660Z,hum green to me,https://play.google.com/music/search/hum+green+to+me,False,False,True
Peter Frampton,Google Play Music,,,Google Play Music,2018-06-14T06:39:54.919Z,Shine On (Live In The United States/1976),,True,False,False
,Play Music,,,Google Play Music,2018-06-14T06:39:35.143Z,shine  hum,https://play.google.com/music/search/shine++hum,False,False,True
,Play Music,,,Google Play Music,2018-06-14T06:39:22.051Z,shine on hum,https://play.google.com/music/search/shine+on+hum,False,False,True
Peter Frampton,Google Play Music,,,Google Play Music,2018-06-14T06:36:19.893Z,Nassau/Baby I Love Your Way,,True,False,False
Peter Frampton,Google Play Music,,,Google Play Music,2018-06-14T06:30:28.902Z,Do You Feel Like We Do,,True,False,False
Peter Frampton,Google Play Music,,,Google Play Music,2018-06-14T06:23:44.301Z,"Baby, I Love Your Way",,True,False,False
Peter Frampton,Google Play Music,,,Google Play Music,2018-06-14T06:19:06.805Z,Show Me The Way (Live),,True,False,False
MS MR,Google Play Music,,,Google Play Music,2018-06-13T11:21:02.428Z,BTSK,,True,False,False
Florence + The Machine,Google Play Music,,,Google Play Music,2018-06-13T11:17:36.928Z,Cosmic Love,,True,False,False
alt-J,Google Play Music,,,Google Play Music,2018-06-13T11:13:20.853Z,Breezeblocks,,True,False,False
Of Monsters and Men,Google Play Music,,,Google Play Music,2018-06-13T11:09:33.644Z,Black Water,,True,False,False
Bastille,Google Play Music,,,Google Play Music,2018-06-13T11:05:20.495Z,Daniel In The Den,,True,False,False
The xx,Google Play Music,,,Google Play Music,2018-06-13T11:02:11.640Z,Sunset,,True,False,False
Daughter,Google Play Music,,,Google Play Music,2018-06-13T10:58:32.935Z,Amsterdam,,True,False,False
alt-J,Google Play Music,,,Google Play Music,2018-06-13T10:54:30.154Z,Tessellate,,True,False,False
Tycho,Google Play Music,,,Google Play Music,2018-06-13T10:03:28.257Z,A Walk,,True,False,False
,Play Music,,,Google Play Music,2018-06-13T09:48:43.607Z,tycho,https://play.google.com/music/search/tycho,False,False,True
,Play Music,,,Google Play Music,2018-06-13T09:44:49.314Z,hey now,https://play.google.com/music/search/hey+now,False,False,True
Florence + The Machine,Google Play Music,,,Google Play Music,2018-06-13T09:43:43.189Z,Breaking Down (Acoustic),,True,False,False
Purity Ring,Google Play Music,,,Google Play Music,2018-06-13T09:43:16.682Z,Fineshrine,,True,False,False
Purity Ring,Google Play Music,,,Google Play Music,2018-06-13T09:43:01.112Z,Crawlersout,,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T09:39:51.033Z,Let You Go (feat. Ember Island),,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T09:36:46.421Z,Beautiful Creatures (feat. MAX),,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T09:32:45.852Z,Feel Good (feat. Daya),,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T09:28:37.735Z,Taking Me Higher,,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T09:25:52.854Z,Sound of Walking Away,,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T09:21:39.584Z,Lost (feat. Emilie Brandt),,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T09:18:19.586Z,Leaving,,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T09:14:24.615Z,Fractures (feat. Nevve),,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T09:10:19.507Z,Where'd U Go,,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T09:07:14.934Z,Free Fall (feat. RUNN),,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T09:03:37.346Z,No Time Like Now,,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T09:02:24.161Z,Crawl Outta Love (feat. Annika Wells),,True,False,False
Illenium,Google Play Music,,,Google Play Music,2018-06-13T08:58:22.116Z,Needed You (feat. Dia Frampton),,True,False,False
Ratatat,Google Play Music,,,Google Play Music,2018-06-13T08:49:26.423Z,Loud Pipes,,True,False,False
,Play Music,,,Google Play Music,2018-06-13T08:46:52.784Z,purity ring,https://play.google.com/music/search/purity+ring,False,False,True
